Corridor_ID,Region,Length_km,Width_km,Connectivity_Score,Forest_Cover_%,Species_Richness,Endangered_Species,Human_Pressure_Index,Protection_Level,Illegal_Activity_Reports,Community_Involvement,Restoration_Projects,Year_Established,Monitoring_Frequency
604,Atlantic,143.1984029829269,3.2350404961657566,0.14489752002221712,47.30004158733344,122,5,0.8484555592371319,Strict,0,Medium,No,2003,Yearly
605,Amazon,101.44515823171956,1.260151671820416,0.7415995334893435,85.68671609645833,103,42,0.9637287442438263,Moderate,0,High,No,2010,Yearly
606,Atlantic,116.66506806799582,0.1431457471238804,0.9871458251748636,57.53999110089829,240,3,0.5263032133863004,Moderate,1,High,Yes,1993,Yearly
607,Atlantic,119.76946312801617,0.4265280736796133,0.39000512556346445,34.84987135783836,461,3,0.2101966906525522,Moderate,1,Medium,Yes,2015,Monthly
608,Amazon,110.82941904965926,3.5006531742014118,0.8634973843299767,75.58193387729622,327,12,0.678260064011018,Low,1,Low,Yes,2007,Monthly
609,Amazon,146.63565121018524,1.9499860087682168,0.3981036676585269,21.731406739690932,385,48,0.892920126326707,Strict,2,Medium,Yes,1990,Monthly
610,Pantanal,44.83808218154285,1.1113977800816228,0.6567776555781616,32.36560831127023,109,42,0.1856863718842734,Low,1,High,No,1992,Quarterly
611,Cerrado,80.16356782221446,1.2655486210893516,0.48672544243330906,66.57109157663953,249,2,0.3478731304696806,Low,0,High,No,2016,Quarterly
612,Amazon,101.29137213665241,2.5228999807383183,0.7432401026825448,73.79203299649973,327,34,0.783150528513897,Low,0,Medium,No,2005,Quarterly
613,Atlantic,107.55286431994053,4.536687543941227,0.05720811810007864,43.578912096791186,169,43,0.23465759692068455,Moderate,1,Medium,Yes,2012,Yearly
614,Atlantic,32.862468019425314,1.4170997502721705,0.5495049593413919,42.238561517757475,100,46,0.8985971130039828,Strict,2,Low,Yes,2021,Yearly
615,Amazon,131.94856154327846,3.3117236749465944,0.9983637714616744,21.65186806149699,288,15,0.8423457594988261,Moderate,1,High,Yes,2003,Yearly
616,Cerrado,123.13800744926942,4.145389422982427,0.75158810289184,42.79570140918749,476,23,0.5051171091258586,Low,0,High,No,2000,Yearly
617,Cerrado,43.30443538479925,2.4945505025929564,0.23023245527471792,96.74492710987585,43,39,0.9977246196795978,Strict,1,Medium,No,1992,Monthly
618,Amazon,83.87510406267339,0.23246085294526947,0.30568905297226967,51.765642489379715,212,23,0.29517765050790534,Low,0,Medium,No,2004,Yearly
619,Amazon,47.73279568996191,4.001234232918277,0.6891732957098797,46.226103273231196,412,45,0.931468947792958,Low,1,High,No,1997,Quarterly
620,Cerrado,58.053693742567305,4.408898690962461,0.14890728700712963,70.12689626772007,288,23,0.29098185591249237,Moderate,2,High,Yes,2015,Quarterly
621,Atlantic,82.36753127223756,0.25210611670228955,0.007089537482627528,99.12748359867952,309,37,0.6945878022605385,Moderate,1,Low,Yes,2009,Monthly
622,Amazon,83.22506632602396,0.6693872645549621,0.7728511632145912,55.01738763360006,444,4,0.7552091974445235,Moderate,0,High,Yes,1991,Yearly
623,Pantanal,82.14853193311087,0.5264473876714117,0.5994810254761264,27.59536907027975,115,18,0.6504330640249304,Moderate,3,High,No,2022,Monthly
624,Amazon,83.91756967540286,1.1837840771888017,0.6728972751336494,77.39477357121774,177,6,0.536469601935372,Strict,0,Medium,No,2006,Monthly
625,Amazon,97.23894935024862,2.530421363186855,0.022089978710221225,91.79409943373497,193,29,0.6526368434615221,Low,2,Low,Yes,2008,Quarterly
626,Pantanal,7.277499463003059,0.2633793515183816,0.37865520271606445,74.4299147307499,384,24,0.02314153072015679,Strict,0,High,No,2001,Monthly
627,Cerrado,25.274247993004177,0.9282492690800488,0.5317588377317433,59.78183117842194,209,0,0.8810819612923956,Strict,1,Medium,Yes,2000,Monthly
628,Cerrado,73.19019776471147,2.095531575780078,0.6978304152944059,39.71566827712846,402,1,0.5328067226156252,Low,0,High,Yes,2010,Quarterly
629,Cerrado,107.71662218044635,3.202043534060393,0.8445785851334459,55.679335583497064,385,7,0.4842230245695246,Low,1,High,No,2016,Quarterly
630,Amazon,78.84375257117728,4.55696181091338,0.2865423909923519,53.77924266086514,23,3,0.5746928718650312,Strict,0,Low,No,2012,Yearly
631,Cerrado,96.1966483605826,4.166354593168705,0.9069785289431512,97.0142153787019,248,46,0.5707073450174694,Low,2,High,No,2004,Quarterly
632,Pantanal,145.75068524634747,0.36416616534257407,0.6721430059159307,22.95573229961721,249,31,0.7289569167492387,Strict,1,Medium,Yes,2011,Monthly
633,Pantanal,110.85954162024406,4.837935441864126,0.39853008912677457,49.17274906409467,323,45,0.08745441089713046,Low,1,High,No,2002,Quarterly
634,Amazon,141.28066545281098,1.4084163013663669,0.6618523665173077,44.88420141460155,255,37,0.9407534891479366,Low,1,Medium,Yes,2000,Monthly
635,Cerrado,7.755796540739553,1.8813375243697854,0.6611001892575759,98.5708364027727,72,48,0.940692113621868,Moderate,0,High,No,2006,Quarterly
636,Cerrado,69.83799243453723,0.4651304427121208,0.21361831348927773,20.517710491465646,241,5,0.012539007131181057,Low,1,Medium,No,2004,Yearly
637,Pantanal,56.40476822025322,4.686637237883964,0.006166387023017417,43.397375679185856,492,43,0.5241608983445489,Strict,0,Medium,Yes,2004,Yearly
638,Cerrado,107.30100756128728,2.774989937741,0.12261175908840383,97.90680089322262,299,48,0.7328362199584448,Low,1,High,No,2002,Monthly
639,Pantanal,139.76828242011834,2.6299140677781656,0.9549476369716888,32.738098990849736,458,39,0.27971513287019967,Low,1,Medium,No,2018,Yearly
640,Amazon,10.840911264335155,0.17446467780964917,0.8583181611043804,83.14426604877477,169,32,0.6391110337211068,Moderate,0,Medium,No,1992,Monthly
641,Pantanal,13.309207771750593,0.11684497708883906,0.17238075566937283,65.09860839616357,145,36,0.655968455639851,Low,0,High,No,1999,Quarterly
642,Cerrado,102.56115715632656,3.4428474731615015,0.6594892013449497,92.47595833790709,32,9,0.21727284637469813,Low,0,High,No,2005,Yearly
643,Pantanal,55.17790496547975,2.4631703745454723,0.9161721959539587,89.84816716212146,425,23,0.21056190490792304,Moderate,2,High,Yes,2018,Quarterly
644,Cerrado,34.438024507185446,2.5871062498574875,0.9160577471328771,66.09874014475379,303,35,0.7524009472678751,Moderate,3,Low,Yes,2007,Quarterly
645,Atlantic,143.43358745369375,3.286127789888448,0.5644186027027013,64.34101939880586,389,2,0.709360509840895,Moderate,0,Medium,Yes,1991,Monthly
646,Amazon,7.035642989245909,0.8151149954423217,0.7234991385869886,32.08787607152924,244,46,0.8631451568736811,Moderate,3,Medium,No,2014,Monthly
647,Atlantic,44.727057025538684,4.991896458636523,0.3940637494812218,24.83352967380144,236,36,0.8839696467848678,Low,3,Low,Yes,2014,Yearly
648,Pantanal,53.09585053697648,0.49576791779737994,0.07212588467112424,78.56783364879462,375,26,0.158025310079549,Moderate,0,Low,No,2017,Quarterly
649,Atlantic,118.50336670724487,1.4126065608898735,0.528753730093496,69.00488561048874,31,23,0.8031691236771751,Strict,0,Medium,Yes,2008,Quarterly
650,Amazon,86.45245536759569,3.4998603617641977,0.31816014475506105,83.6297764155335,366,15,0.6639893146268049,Moderate,0,High,No,2006,Quarterly
651,Amazon,52.61415591795693,2.628001568194031,0.4069724681654876,21.456519459508225,420,46,0.644853125220222,Strict,2,Low,Yes,2011,Yearly
652,Pantanal,29.614248624044585,0.5732138521090694,0.17385508330114996,94.69468875908515,222,31,0.2702795948114445,Low,2,Low,Yes,2007,Quarterly
653,Atlantic,36.592703005270195,3.8967553636679058,0.735103725778269,25.842503114178427,454,15,0.8290494618312517,Low,0,High,Yes,2015,Quarterly
654,Pantanal,10.607758085939722,4.855120565026029,0.9482615239944356,92.37069912869065,189,8,0.9899135067744421,Moderate,1,High,No,2004,Quarterly
655,Pantanal,126.34533968972158,2.418073211261442,0.7007439222328326,35.298346912461724,166,15,0.1629512468596377,Low,1,Medium,Yes,2018,Quarterly
656,Amazon,21.991887949868815,1.3402711672103758,0.492284176925908,40.79883603235199,150,49,0.7398074879450754,Strict,0,High,Yes,1996,Yearly
657,Pantanal,124.34174824189382,0.6234543168946842,0.41933995520952483,89.74379670354601,382,15,0.37980193027474785,Moderate,0,Low,No,2007,Yearly
658,Cerrado,25.18056448940562,1.1056173327497478,0.5509836481982457,56.11511588581921,238,3,0.18791542478044765,Strict,1,Medium,No,2000,Quarterly
659,Cerrado,136.35664468422513,1.62501938625759,0.6512839708876442,75.5533166314797,430,48,0.13844638090346872,Strict,0,Medium,Yes,1997,Quarterly
660,Cerrado,103.38406537874624,1.0210387896323823,0.12673059071671067,91.99849260761957,179,10,0.20872694733617425,Moderate,0,Medium,No,2014,Yearly
661,Cerrado,56.044755987890156,3.4539550993834176,0.7906555551962536,43.32764189538911,438,23,0.8516189733497465,Moderate,0,High,Yes,2003,Yearly
662,Amazon,61.94061687134913,0.21241475552053068,0.005403491081313994,30.861084974326538,135,46,0.5480136478454759,Strict,3,High,Yes,1999,Yearly
663,Amazon,46.261213060302296,2.1046339769289726,0.8450825778190129,63.23678746082717,51,30,0.8918953985199384,Moderate,0,High,No,2005,Monthly
664,Atlantic,35.637055943962814,1.9333063689636432,0.5023013519238796,51.06060458603367,113,49,0.9089178568463013,Moderate,1,High,Yes,2018,Yearly
665,Amazon,137.10488893491623,4.402192053374929,0.4345967408325081,83.90057110057255,427,23,0.15066578749248827,Low,0,Low,Yes,1995,Yearly
666,Cerrado,31.741008848419888,1.4366250526279833,0.12089893539236118,20.40391395840503,171,23,0.6286415536859017,Low,1,Low,Yes,1997,Yearly
667,Amazon,30.512530666006175,2.953784711024127,0.5842066785115605,66.43086191821993,383,23,0.05119510313213771,Moderate,1,Medium,Yes,2011,Quarterly
668,Amazon,57.23826724438829,0.12292887203612862,0.0890113628970084,61.27472892017754,252,35,0.27377776860182856,Strict,1,Low,Yes,2012,Yearly
669,Cerrado,147.72620687749628,4.593051372935643,0.8659633720978842,87.97774976094311,83,31,0.17329307787738735,Moderate,2,High,No,1992,Quarterly
670,Pantanal,72.4129977847052,3.2196476705165407,0.3022827084085652,66.12532946878004,472,14,0.8387168980371271,Low,2,High,No,2015,Quarterly
671,Amazon,56.525313695230686,3.988796420889029,0.1725425257636093,99.65437801934453,164,21,0.3647794128359262,Moderate,1,Low,No,1991,Quarterly
672,Amazon,149.7898245029798,2.889819670653365,0.25118134425244,22.122677941271167,89,33,0.9934636510536071,Low,0,Low,No,2009,Quarterly
673,Atlantic,112.30606105623204,4.096080299285212,0.5331593585081909,60.28586743277464,371,38,0.14127291802258202,Low,1,Low,No,2007,Yearly
674,Pantanal,141.9706702166966,0.51350691326884,0.5599576620850116,98.08039207666349,179,11,0.22837061527776792,Strict,0,High,No,2003,Monthly
675,Amazon,41.093838506313965,3.5814161309138206,0.33844180799266943,95.6481882092782,291,16,0.6449469629658939,Moderate,0,High,No,2017,Quarterly
676,Cerrado,114.35847105692444,0.829148230309979,0.7883571518101652,37.48768349709537,317,40,0.9687466741508023,Low,0,Medium,No,2019,Yearly
677,Pantanal,134.14367735790498,2.9247717292039717,0.37792559303268114,86.17765881337503,164,41,0.7333949147060268,Moderate,1,Medium,No,2005,Yearly
678,Amazon,81.75754318991102,4.930042444010361,0.4375320678339396,84.42978716139139,444,1,0.12577937441023446,Strict,0,Medium,Yes,2007,Monthly
679,Amazon,66.4630121807986,0.9845097391373173,0.13006579679923014,96.99898334074442,205,38,0.41455871526003074,Strict,3,Low,Yes,1996,Monthly
680,Atlantic,47.91381911406907,1.3552274667211035,0.13561305771810184,60.74963948984501,326,49,0.9961397028791441,Strict,0,Low,No,2000,Quarterly
681,Atlantic,87.25498662929463,1.1354298198463884,0.1012250208587655,62.3389866516886,427,5,0.06941612113234408,Strict,0,High,Yes,2004,Monthly
682,Amazon,32.86030530698289,2.1198189590623433,0.146543301588265,82.91697668582628,114,30,0.2853830001622717,Moderate,1,Low,No,2001,Monthly
683,Atlantic,67.61770902197222,2.493836740545168,0.9001925578420774,99.91906917646331,468,48,0.12439748211714807,Low,1,High,No,2014,Quarterly
684,Atlantic,103.96854709009573,0.8842696811186361,0.6849525350170027,44.73082465905419,12,24,0.8204358382606096,Moderate,2,High,No,1991,Yearly
685,Amazon,99.59162696625789,0.23636394183046372,0.6719608947161885,74.6641011695443,496,27,0.8336084096042715,Moderate,2,Low,Yes,2000,Monthly
686,Cerrado,106.48456627539616,1.7739480422744518,0.14590136971003353,73.69201178043609,162,44,0.34364968051532885,Low,3,Low,Yes,2022,Monthly
687,Atlantic,90.04975873931214,1.9719350877953121,0.519459665100315,88.58595194528264,162,25,0.33592263986224435,Strict,1,High,No,2001,Yearly
688,Pantanal,5.381401939444136,1.975984190079446,0.4886543304569797,71.95888614398055,367,3,0.8134538214135216,Moderate,3,High,No,1993,Monthly
689,Atlantic,8.876637378793012,3.3584132835432046,0.2875812246185375,56.65601778766516,202,28,0.15766654238939526,Strict,1,High,Yes,2009,Quarterly
690,Cerrado,89.13772546903607,2.298847732032914,0.2700710469494063,44.86558071749536,265,14,0.8220528823849093,Low,0,Low,Yes,2015,Yearly
691,Cerrado,145.06448163809654,0.6285119100839843,0.7624575622626856,97.53418226215346,469,33,0.09669496095597607,Low,1,High,Yes,1992,Monthly
692,Amazon,33.195173978680366,4.668523288590772,0.29816436361090304,46.85889271482877,387,32,0.2947446012015984,Low,1,Medium,Yes,1991,Monthly
693,Amazon,109.02050885461443,3.533223513297571,0.5924925563223478,40.41157128506252,475,15,0.5037962140971844,Strict,0,High,Yes,1997,Quarterly
694,Amazon,67.81485212915328,1.1430082309351852,0.9194549382706376,83.41251718387926,242,39,0.12071466873426961,Strict,2,Low,Yes,2014,Quarterly
695,Pantanal,25.16892388789167,4.682011366033458,0.5138920967074811,59.81207914624928,302,38,0.07465779921403282,Low,0,High,No,2013,Yearly
696,Cerrado,9.825380315163427,4.958732975649354,0.6039713279751882,34.6597185302266,387,4,0.2700334330310131,Strict,1,Medium,Yes,2008,Quarterly
697,Cerrado,108.43939650599044,1.0673644608011965,0.8752234651779923,48.72512816834987,278,33,0.5862371656940517,Strict,0,Low,No,2021,Monthly
698,Cerrado,25.870757557924076,1.9645503161408153,0.7210146211585803,36.277453850351115,91,21,0.8133144960319314,Low,3,High,No,1990,Quarterly
699,Pantanal,48.27228119201929,0.43777383283412263,0.013493273515845283,36.72206779123756,152,36,0.7324128744893964,Strict,0,High,No,1991,Monthly
700,Atlantic,63.19983823583962,2.4640295975263458,0.14485270917716697,26.063498988080376,143,9,0.5475304050808765,Moderate,0,Low,Yes,2001,Yearly
701,Atlantic,107.35159721954385,3.9597224569389446,0.26904084852590293,71.61506190996914,304,30,0.6611088822604436,Low,1,Low,Yes,2015,Quarterly
702,Amazon,61.205135480017724,4.529672747475981,0.43040087164502827,49.701517036429436,150,13,0.5374346147835699,Low,1,High,No,2009,Quarterly
703,Atlantic,61.01209260968379,2.7717314917906863,0.2760692637707448,24.760941103575984,85,33,0.5411291142574648,Low,3,High,Yes,2003,Monthly
704,Amazon,120.16390290808218,1.6974774822559462,0.4613613055288027,72.0792914727289,387,18,0.016022848782109356,Strict,0,Low,Yes,1997,Monthly
705,Pantanal,6.01226519750743,2.916483162355171,0.78380776122106,43.747620129579275,83,36,0.38310284214461254,Low,1,Low,Yes,1994,Yearly
706,Pantanal,114.30926137821537,0.666013749662425,0.9729586888505152,32.96432931625191,132,20,0.5587677631199168,Strict,1,High,Yes,2009,Monthly
707,Atlantic,80.64354220487273,4.19291489157986,0.6293314567790491,96.82566906999229,163,36,0.5942722606965694,Strict,0,Low,No,1996,Yearly
708,Amazon,83.54382426282287,2.6513965076232564,0.8701407057474003,25.98219568578653,420,23,0.5077431110817117,Moderate,0,Low,Yes,1994,Yearly
709,Atlantic,55.1057748263603,4.913917623318654,0.34372334072893496,50.93321384579411,31,31,0.6981822546292848,Strict,1,High,No,2012,Yearly
710,Atlantic,18.410597253073213,2.0647732734980324,0.13685807536866135,69.24325981032692,106,29,0.3682787226748958,Moderate,2,High,No,2012,Monthly
711,Atlantic,18.170854611722962,3.3023564814050275,0.832978800498214,99.47315684658146,116,36,0.142949368115024,Moderate,2,Low,No,2012,Monthly
712,Cerrado,54.421834906699324,1.765659721774816,0.7716718896248079,26.59682257375931,89,37,0.03189323573645153,Moderate,0,Medium,No,2006,Monthly
713,Amazon,109.45972080698829,0.8235120764822383,0.23620062296322053,94.52133847280867,202,16,0.5700170820013458,Moderate,1,Low,No,2008,Quarterly
714,Pantanal,134.28873543428728,3.7981682244030046,0.5385810246113374,90.47015099331537,52,45,0.4972346756252821,Moderate,2,Low,No,2018,Quarterly
715,Pantanal,122.77257490462044,3.395022169391194,0.9938204139138311,82.33361536877189,242,35,0.23590196608996628,Strict,1,Medium,No,1993,Quarterly
716,Atlantic,120.6981513371811,3.9240440719418626,0.9718641337534635,28.211917350123798,247,30,0.22152989396581946,Strict,1,Medium,No,1994,Yearly
717,Amazon,5.831318481467664,4.902551441979827,0.45218541962572445,43.269030444330674,180,49,0.5813684370845678,Moderate,1,Medium,No,1999,Quarterly
718,Atlantic,32.78441746715606,4.96770801893453,0.28362866377540974,41.68932208038787,74,49,0.10688527828412475,Strict,1,Medium,Yes,2003,Quarterly
719,Atlantic,142.03774669567213,4.652073362091399,0.2935919858259194,62.74082788373085,276,42,0.135895233566533,Strict,0,Low,No,1993,Quarterly
720,Atlantic,131.17412566824083,4.484717375953357,0.8781093501855705,29.597228653943127,135,16,0.24878824391583287,Moderate,0,Medium,Yes,1995,Quarterly
721,Cerrado,23.375941610701506,1.5773771365317089,0.6689905344835602,85.30109097263009,242,13,0.8846448535442785,Low,1,High,No,2000,Yearly
722,Pantanal,97.24413277094051,2.3954414691401555,0.5993397273843406,74.573886417102,351,5,0.7051450081146114,Strict,0,Low,Yes,2012,Yearly
723,Pantanal,67.80338258942926,0.32930307555350447,0.2679088923011851,88.8851870109471,102,29,0.5575314868292462,Strict,0,High,No,2009,Monthly
724,Atlantic,6.114115603320496,3.452591620161496,0.4063953749052761,37.809990017728595,43,18,0.3691659473087836,Low,3,High,No,2007,Monthly
725,Pantanal,121.02211044129174,2.775620983326965,0.5577200852427562,69.63782744368629,499,49,0.4176044517955255,Strict,0,Low,Yes,2003,Yearly
726,Amazon,141.7545528105975,3.564130804758523,0.5211251826959571,88.076478846216,76,26,0.17189790502796698,Strict,1,Low,Yes,1990,Yearly
727,Amazon,138.51280262922086,3.4360166065523625,0.052669574299500366,24.035965355659776,232,39,0.8406046472538827,Low,0,Low,No,2012,Yearly
728,Pantanal,60.720100680377826,1.432405098842653,0.48677416012924823,64.0473256918386,258,36,0.18192127439835037,Moderate,1,Medium,Yes,2020,Monthly
729,Atlantic,119.23315803211419,2.3592057535145243,0.6105209406112829,78.17780251291595,470,30,0.7606259032344156,Moderate,1,Medium,No,2003,Quarterly
730,Atlantic,77.20688044886982,0.6149359485475204,0.7876314366970855,49.725970718357914,323,15,0.23947377450025376,Strict,2,High,No,1996,Quarterly
731,Amazon,147.098396533586,0.5141396774791258,0.1286111838915749,48.283205762156136,276,12,0.7566227095648148,Strict,1,Low,No,1995,Yearly
732,Cerrado,144.676451968891,2.354213916245724,0.8245861495262105,22.583869362790168,59,14,0.3039708847645749,Moderate,1,High,Yes,2012,Monthly
733,Amazon,117.13619435942167,2.8234625910516478,0.09292587193720625,59.1765443970575,119,25,0.9812584612253149,Moderate,4,High,No,2002,Yearly
734,Pantanal,73.3429794360381,1.6620014549995905,0.4993594665458534,67.70459750813068,366,28,0.919918002132004,Strict,1,Medium,No,2011,Monthly
735,Atlantic,135.78083108016725,0.4017580991119457,0.08485900336949326,79.23156638594483,209,0,0.8762866872084624,Low,1,Low,No,2007,Quarterly
736,Cerrado,37.47375823748613,3.3416929202142627,0.8173796554354184,26.906695405454528,275,32,0.18115736471628496,Low,0,Medium,No,2022,Quarterly
737,Amazon,36.062031591708966,3.4191810249931662,0.46375664821604123,53.33300188360252,367,33,0.08386212159332529,Moderate,2,Medium,No,2000,Yearly
738,Pantanal,85.94422029430804,1.671530691374785,0.6205807536748144,40.60329509947502,472,33,0.9641661810569142,Moderate,1,Medium,Yes,1996,Quarterly
739,Pantanal,123.76171196138603,0.10397119072582758,0.4988878101758175,36.55026735130177,17,47,0.43573101555971405,Strict,1,Medium,Yes,2018,Yearly
740,Atlantic,14.004812131755461,3.2155138787186193,0.46111990523028923,39.65252994003294,457,33,0.8757547834636071,Low,1,Low,No,1990,Monthly
741,Atlantic,118.78112436857397,0.4455506240150071,0.18265446175078615,48.84546593151779,167,20,0.48693717065056086,Low,0,Medium,No,2014,Yearly
742,Cerrado,142.65188808270642,1.1947790068274093,0.9434711601511173,78.62278094085158,173,6,0.6491631383983234,Strict,0,High,No,2015,Monthly
743,Atlantic,84.16970581327503,1.3144769924707445,0.7286550649612503,54.85524683288431,39,0,0.7554228430924247,Low,1,Medium,Yes,2004,Yearly
744,Amazon,35.96579252292912,1.3912829979344938,0.5667978423371616,25.053898079568597,449,0,0.5346892117163258,Low,0,Medium,No,2018,Yearly
745,Amazon,96.59237832461389,3.121669243293635,0.20586091037388232,47.791338652106,104,17,0.9370663291106178,Low,0,Medium,Yes,2014,Monthly
746,Atlantic,33.54005758177101,0.48795628744676733,0.4004490982552372,28.775735563441014,370,31,0.04799593914912248,Low,2,Low,Yes,1995,Quarterly
747,Atlantic,61.61825161926203,3.261818051059666,0.3423099565982932,36.95086300519879,462,30,0.8349369622834404,Low,0,Medium,Yes,2016,Monthly
748,Amazon,106.44640223666349,2.4755041276157104,0.7555036342642231,30.345410536794112,412,17,0.6877989569792939,Moderate,0,Medium,No,1993,Yearly
749,Amazon,60.29696034251406,1.808923414235088,0.19290298822242613,97.75975603245274,58,15,0.3306606037363742,Strict,0,High,No,1993,Quarterly
750,Cerrado,75.23313797542029,3.0605224312084713,0.6672767470889581,90.40696672818359,235,0,0.4701952727526161,Moderate,1,Medium,No,2017,Monthly
751,Pantanal,84.06166868118282,4.380039125651907,0.9025313340326202,69.99579527008822,86,43,0.4718868662383914,Moderate,0,Medium,No,2010,Monthly
752,Pantanal,54.21628623207488,2.7654051462580522,0.8384245851439073,40.044737206358846,122,10,0.04304695170416628,Low,1,Low,Yes,1992,Quarterly
753,Pantanal,16.066555236935905,0.8649913013620077,0.3394413434225766,33.94288032465668,259,29,0.5352357646472697,Strict,1,Medium,Yes,2006,Quarterly
754,Amazon,79.08013846833586,2.8330506099343755,0.1517301972427041,87.35658422599653,455,40,0.06606334071511955,Moderate,2,Medium,No,2020,Monthly
755,Amazon,75.73287208591667,2.3229479115617675,0.36259416512277354,25.81714633982689,454,27,0.5160835032822744,Low,4,Medium,No,2014,Monthly
756,Amazon,66.84138722532555,4.708796045615312,0.39442711072583037,75.45757558558464,418,25,0.21512980223374734,Low,1,High,No,2013,Yearly
757,Amazon,31.750300369278865,3.007540947859396,0.5373261820130882,43.588036953878195,471,22,0.8336077394442679,Low,1,Medium,No,2012,Monthly
758,Pantanal,12.583204508010194,0.2725718664711496,0.045232856211420036,59.169056359369236,404,9,0.06943268900320076,Strict,0,Low,No,2001,Quarterly
759,Pantanal,124.86258340936223,0.6915615498843978,0.5107756190640066,78.29671789963788,39,10,0.29502105944489065,Moderate,2,Low,No,2013,Monthly
760,Cerrado,82.18590089437161,2.708807187617333,0.6050251066388663,22.907178771353536,80,44,0.40856858599847223,Moderate,1,High,No,2006,Quarterly
761,Cerrado,147.14223683210116,3.9965212917966113,0.9419058206488701,34.04436555650215,259,43,0.6021525932079033,Strict,0,Medium,No,1994,Yearly
762,Amazon,146.78445437430156,0.5684701400349608,0.7247220188068264,71.7719176138612,203,5,0.9875197481375612,Strict,0,High,Yes,1999,Quarterly
763,Cerrado,89.11078872878731,2.8706459161217337,0.028245268641557075,93.57867268593017,300,28,0.1293810156963705,Low,0,Medium,No,2004,Quarterly
764,Pantanal,76.06776860216051,2.3178351111337636,0.17517130445252505,40.648408380426844,436,21,0.37277180656194575,Low,1,Low,No,2003,Quarterly
765,Pantanal,32.0352901380833,1.8781509584802412,0.4754411321381128,31.974240616682206,460,13,0.6810888247794441,Moderate,0,Medium,No,2005,Monthly
766,Pantanal,60.003678757242156,0.502240371971471,0.9759257578687108,93.98589761930452,490,5,0.37380518248920114,Low,0,High,Yes,2012,Monthly
767,Pantanal,118.88748498639612,4.41026172865502,0.6011688702407493,89.22653723518053,444,43,0.24080076045912602,Low,2,High,Yes,2012,Monthly
768,Atlantic,144.66748219486695,3.839765444007836,0.8442581953754559,92.78315753348224,55,49,0.8149184267432859,Strict,2,Low,Yes,2005,Quarterly
769,Amazon,91.97505704270107,4.612360672548485,0.10395594965125465,29.977484949672952,199,19,0.18736283265982667,Moderate,0,High,Yes,2022,Monthly
770,Amazon,94.44860362601617,0.9215292172480837,0.4371468377601534,93.88411774914896,261,10,0.3365145236076359,Low,1,Low,No,2005,Monthly
771,Atlantic,141.65629643329797,2.905022737926046,0.022340594886859133,66.5047280005125,455,1,0.2404867306237526,Low,0,Low,No,1991,Quarterly
772,Cerrado,23.406557808628197,0.1944516491014266,0.2483140448221084,73.35575993907426,41,43,0.9606135754530117,Low,0,High,No,2019,Quarterly
773,Amazon,93.71688567287372,0.9706954999947323,0.8113172933344144,56.32949882373099,410,24,0.8362652388314287,Strict,1,Low,No,2016,Monthly
774,Cerrado,89.88700147704515,3.9663587116177994,0.6221910846019983,48.43183924120957,444,14,0.4609731819535613,Moderate,1,High,No,2019,Monthly
775,Pantanal,34.73889796841035,1.5060407105827904,0.28207325606170297,29.02830418954143,165,37,0.840130980599867,Strict,2,Medium,No,2022,Monthly
776,Cerrado,117.20334147642136,1.06651521520197,0.8419626380379117,37.88925783629289,94,4,0.6826236882610233,Low,0,Low,No,1990,Yearly
777,Amazon,22.28427325552721,2.757020029547389,0.7351613882231158,67.0105743482099,265,14,0.35689775554694336,Moderate,2,Medium,Yes,2022,Monthly
778,Amazon,14.170098102783582,3.3117970223095177,0.5017174194778375,45.34910044334804,316,25,0.20933403373957038,Low,2,Medium,No,1991,Quarterly
779,Pantanal,75.48962006715861,3.0906989070782775,0.04423256015927923,29.575825677520626,28,10,0.3605893618093342,Moderate,1,Low,Yes,2001,Monthly
780,Amazon,48.45956981707917,0.5858434423157275,0.906338123805663,76.770903060714,362,46,0.5181789496356084,Strict,2,High,Yes,2004,Yearly
781,Pantanal,68.2398044189888,4.658952906001475,0.6690818619627146,62.28284302008376,194,32,0.19999100971726536,Strict,1,High,No,1996,Yearly
782,Amazon,21.32556586572516,0.96825635738434,0.813461318657109,23.28671366404711,340,36,0.2734718251149014,Low,0,Medium,No,1992,Yearly
783,Pantanal,70.59834878771866,4.634379028977414,0.9358695517375788,73.80217981320402,234,35,0.6467848831812477,Low,1,High,No,1996,Monthly
784,Cerrado,68.74249215620736,2.4702639628919685,0.13834248808837912,88.9201603696175,480,40,0.7243174636482562,Low,0,Low,No,1996,Quarterly
785,Cerrado,145.14952361395345,0.6044812052219538,0.7528386710181165,82.05775564265345,144,37,0.4560760803104419,Strict,3,Medium,Yes,2005,Quarterly
786,Atlantic,109.77251938026858,0.828244610446163,0.15456346182047997,93.9746552456175,401,10,0.9695904260828533,Strict,0,High,No,2021,Monthly
787,Pantanal,138.4685795972084,2.211011207344127,0.5156344706119111,47.03158728878527,167,34,0.305054461071554,Moderate,0,High,No,2017,Monthly
788,Cerrado,118.2789749119782,4.990371576885916,0.7270085910480634,27.04646758666882,272,8,0.9116761564653276,Moderate,1,Medium,Yes,1992,Monthly
789,Atlantic,119.23707883228369,4.440688430679359,0.5203694601137206,77.13015722625889,248,10,0.2742520939488192,Moderate,2,High,Yes,2013,Monthly
