Household_ID,Region,Income_Level,Household_Size,Food_Spend_%,Food_Shortage_Days,Child_Malnutrition,Access_Markets,Govt_Assistance,Employment_Status,Water_Access,Crop_Dependence,Seasonal_Food_Security,Food_Diversity_Score,Education_Level
643,North,High,4,16.28367335784933,4,Yes,Yes,Yes,Employed,No,Low,Yes,6.100552807589082,Primary
644,South,Low,1,76.85167502062961,6,Yes,Yes,No,Unemployed,Yes,Low,No,8.025891814638463,Primary
645,West,High,2,61.30126025783089,4,No,Yes,No,Unemployed,No,Low,No,3.606068294809014,None
646,South,Medium,5,38.13248446761436,5,Yes,No,Yes,Unemployed,No,Low,No,2.513004550533697,Tertiary
647,West,Medium,4,23.25683896573011,5,Yes,Yes,Yes,Employed,No,High,No,5.04786472198718,Primary
648,East,Medium,7,80.73363359142519,3,No,Yes,No,Employed,No,Low,Yes,8.105632229290748,Primary
649,North,Medium,5,89.08302061028097,2,Yes,Yes,No,Unemployed,Yes,Low,Yes,4.503991338325388,Primary
650,South,High,5,13.997738275426332,7,No,Yes,No,Employed,Yes,Medium,No,9.21947034124942,None
651,West,Low,1,54.32907056721614,6,No,No,Yes,Unemployed,Yes,High,Yes,3.231232151929132,Primary
652,South,Low,2,30.904286792465207,4,No,Yes,No,Unemployed,No,Low,No,7.824824922836417,Primary
653,North,Low,3,76.59094668397633,4,Yes,No,Yes,Unemployed,No,Medium,Yes,5.2098259896016685,Secondary
654,North,Medium,1,37.685847341984456,4,No,No,Yes,Unemployed,No,High,No,1.9641331858994944,None
655,East,High,2,67.17034313490718,3,No,Yes,Yes,Employed,No,High,No,3.5296508626753798,Secondary
656,West,High,7,53.161873722102165,5,Yes,No,No,Employed,Yes,Low,No,8.72400995913057,None
657,West,High,7,53.321870527597625,5,No,Yes,No,Employed,No,High,Yes,1.0529940861192064,Secondary
658,East,High,3,78.63995449443371,0,No,Yes,Yes,Employed,Yes,Medium,No,7.8070751840277675,Secondary
659,East,High,3,47.63235407396514,6,Yes,Yes,Yes,Unemployed,No,High,No,8.302658733862097,Secondary
660,West,High,2,77.64796273155845,5,Yes,Yes,No,Employed,Yes,Low,No,2.0785374893329154,Secondary
661,West,Low,3,39.074146243006034,9,No,Yes,Yes,Employed,Yes,Low,No,9.65970521280472,Primary
662,South,Medium,4,23.982635397144403,4,No,Yes,Yes,Employed,Yes,Medium,Yes,8.850616674872786,Tertiary
663,West,Low,4,46.43819021252921,8,Yes,No,No,Employed,Yes,High,Yes,2.606781698824582,Primary
664,South,High,1,49.86846251016178,7,No,Yes,No,Unemployed,Yes,Medium,Yes,3.173113107838907,Primary
665,South,Medium,3,48.27065581102332,4,Yes,No,No,Employed,No,High,No,8.366121207288359,Secondary
666,South,Medium,3,74.66643295034258,6,Yes,No,Yes,Employed,No,High,No,5.917358997994804,None
667,South,Medium,2,55.17431531680777,9,No,Yes,Yes,Unemployed,Yes,High,No,9.303111852064339,None
668,North,Medium,4,81.07552574070424,7,No,Yes,No,Unemployed,Yes,High,No,9.812269201369174,Tertiary
669,East,High,5,51.13483959327537,1,No,Yes,No,Unemployed,No,Low,No,4.090970271525105,Secondary
670,East,High,1,27.97720663056034,7,Yes,No,Yes,Unemployed,Yes,Low,Yes,1.872748214220384,Secondary
671,West,Medium,6,20.35966722102021,9,No,No,Yes,Employed,No,Medium,Yes,7.33163398310796,Tertiary
672,East,High,4,79.46902567556967,4,Yes,Yes,No,Unemployed,Yes,High,No,9.3080863299849,Primary
673,East,Medium,2,14.493823912176937,5,No,No,No,Unemployed,No,Medium,No,2.4839013593950168,Secondary
674,North,High,1,19.40876895358098,2,Yes,No,No,Unemployed,Yes,Medium,No,9.868469281357523,Tertiary
675,South,Medium,5,15.092681513411286,5,Yes,No,No,Employed,No,Low,No,2.7628284259272067,Primary
676,South,High,7,43.89873577454562,2,Yes,No,Yes,Employed,No,Medium,No,1.7764803757783834,Primary
677,South,Low,6,52.609249311487474,0,Yes,Yes,No,Employed,Yes,Medium,No,5.4612818116018405,Secondary
678,East,Low,1,11.589978481808059,4,Yes,No,Yes,Employed,No,Medium,Yes,8.250153497132077,None
679,East,High,4,51.246893351328346,5,Yes,Yes,Yes,Employed,Yes,High,No,4.1893765611000795,Tertiary
680,West,High,5,41.50075770325009,5,No,No,No,Unemployed,No,High,Yes,3.9865697993838918,None
681,North,Low,6,71.89161459647184,5,Yes,No,No,Employed,No,Medium,Yes,2.7740018483884885,Tertiary
682,North,High,2,76.39652973969785,5,Yes,No,Yes,Employed,No,Medium,No,9.874712811340736,Secondary
683,West,Medium,1,64.79739491089643,6,No,No,Yes,Employed,Yes,High,Yes,4.076788244228897,Primary
684,West,High,4,47.87964282532991,8,No,Yes,Yes,Unemployed,Yes,High,No,6.998235717149613,Primary
685,West,High,2,27.29188760335905,6,Yes,Yes,Yes,Unemployed,Yes,Medium,No,2.191429305904978,None
686,South,Low,5,77.76918938420481,2,Yes,Yes,No,Unemployed,No,Medium,No,5.0478106571806105,Primary
687,South,Low,1,37.33353120355335,5,Yes,Yes,No,Unemployed,Yes,High,No,8.16242435335268,None
688,South,High,3,38.503350975595936,1,No,Yes,Yes,Employed,No,High,Yes,9.733075520580618,Secondary
689,South,Medium,4,83.28092377496358,3,Yes,Yes,Yes,Unemployed,Yes,High,No,2.596020409815191,Tertiary
690,West,High,4,88.04778044783303,10,Yes,Yes,No,Unemployed,No,High,Yes,1.8518517850689897,Secondary
691,West,Medium,3,81.85047651076033,3,Yes,No,Yes,Unemployed,Yes,Medium,Yes,9.88753086750816,Primary
692,West,Medium,2,89.85877788488649,6,Yes,Yes,Yes,Employed,Yes,High,No,5.987645236084838,Secondary
693,South,High,4,79.5127075121182,3,No,No,Yes,Employed,No,High,No,4.108788014544071,Secondary
694,South,Medium,2,66.34860140960654,3,No,Yes,Yes,Employed,Yes,High,No,9.642505679291691,Primary
695,East,Low,5,33.50555196571783,6,Yes,Yes,Yes,Unemployed,Yes,Low,Yes,4.5117018936451725,Primary
696,West,Medium,3,86.23656391199009,5,No,Yes,Yes,Employed,Yes,Low,No,3.0880345179847204,None
697,North,Medium,2,80.13014652910029,5,Yes,Yes,No,Employed,No,High,No,8.231532451220176,Tertiary
698,North,Medium,5,29.259743393252258,3,Yes,Yes,Yes,Unemployed,No,Medium,No,3.8256803911176727,Secondary
699,East,Low,7,49.132997859346155,4,No,No,Yes,Employed,Yes,High,Yes,3.897800283866277,Secondary
700,South,Low,1,15.60445285004401,4,Yes,No,Yes,Employed,Yes,High,Yes,5.0049075229657545,Primary
701,West,High,4,86.26470906137737,7,No,No,Yes,Unemployed,No,High,No,7.2366309893906395,Tertiary
702,South,Medium,3,55.82146621771648,3,No,Yes,Yes,Employed,No,High,No,8.57587229432956,Secondary
703,South,Low,1,29.616043674253234,2,Yes,Yes,No,Employed,No,Low,No,3.0355484394538097,None
704,North,Medium,7,33.39194508991006,4,No,No,No,Employed,No,High,No,4.262388334470079,None
705,North,Medium,1,88.45250981038876,4,No,Yes,No,Employed,No,High,Yes,5.465517815770397,Primary
706,West,High,1,59.24914334433581,4,No,No,Yes,Unemployed,No,Low,Yes,1.230496754989561,Secondary
707,West,Medium,2,43.6546499285123,2,No,No,No,Unemployed,Yes,High,No,7.273950059898622,None
708,South,Low,7,49.987636942843054,6,Yes,Yes,Yes,Employed,No,Medium,Yes,6.093709028862918,Secondary
709,South,High,4,17.88400579018747,7,Yes,Yes,Yes,Employed,No,Low,Yes,2.2020437360313077,Primary
710,East,High,3,16.00182080583008,7,No,Yes,Yes,Unemployed,Yes,High,No,2.17295141756701,Primary
711,South,Medium,6,57.41661946403079,4,No,No,No,Employed,Yes,Medium,Yes,9.056639585517082,Tertiary
712,East,Medium,6,50.96032291522532,4,No,Yes,No,Employed,No,High,No,7.149803173241162,Secondary
713,South,Low,4,38.73225530427529,4,No,Yes,Yes,Unemployed,Yes,High,Yes,4.492545511769055,None
714,South,Medium,4,55.28911620090916,5,No,Yes,No,Employed,No,Medium,No,4.042731895979685,Primary
715,South,Low,4,15.81407595497378,7,No,Yes,Yes,Employed,Yes,Medium,Yes,3.8516791803789916,Secondary
716,West,Medium,5,85.51929371452371,6,No,No,No,Employed,Yes,Medium,No,6.891936807186594,Secondary
717,West,Low,7,33.496935022737745,3,Yes,No,Yes,Unemployed,Yes,High,Yes,2.6087358267063,None
718,West,Medium,5,15.74230325375991,8,Yes,Yes,No,Employed,Yes,Medium,Yes,9.886914394404858,Primary
719,East,High,5,23.560341805928324,4,Yes,Yes,No,Unemployed,No,Medium,Yes,7.18349833664981,Tertiary
720,East,Low,5,17.63791315860135,4,Yes,No,No,Employed,Yes,High,No,2.1440807148795726,Secondary
721,West,High,4,24.288360348774496,1,Yes,Yes,No,Employed,Yes,High,Yes,2.2422713624365125,Primary
722,East,High,4,43.34032438612895,3,No,No,Yes,Unemployed,Yes,High,Yes,6.83463957157564,Tertiary
723,West,High,6,69.04407151484166,5,No,Yes,No,Employed,No,High,Yes,4.448568514366407,Primary
724,North,High,3,31.787867796403184,6,No,Yes,No,Unemployed,Yes,Low,Yes,6.939619622849346,Primary
725,West,Low,6,44.87412975533151,7,Yes,No,No,Unemployed,No,High,Yes,7.50265192902257,Secondary
726,North,Medium,6,84.3005830310589,5,Yes,Yes,Yes,Unemployed,No,Medium,Yes,5.841280514048419,Secondary
727,South,High,3,33.66573914607804,8,No,Yes,No,Employed,Yes,Medium,Yes,3.3089835409728967,None
728,East,Medium,3,73.57758026117679,3,No,No,No,Unemployed,Yes,High,No,5.960450077176922,None
729,East,Low,6,22.625349798589312,5,Yes,Yes,Yes,Employed,No,Medium,Yes,4.796788463702112,Primary
730,West,Medium,6,24.265739700579807,2,Yes,Yes,Yes,Unemployed,No,Medium,Yes,9.0130335414634,Secondary
731,South,Low,6,46.492229878101256,5,No,Yes,Yes,Unemployed,Yes,Low,No,7.6619019196610685,Primary
732,South,Medium,3,28.728180037310906,2,No,Yes,Yes,Unemployed,No,Low,No,6.57085721973467,Secondary
733,South,Low,3,82.24224590354082,6,No,No,No,Employed,Yes,High,No,1.3575063230027553,Tertiary
734,South,Low,5,14.060183289878223,7,Yes,No,No,Employed,Yes,Low,No,9.911526519709122,Secondary
735,East,Medium,4,57.78180529150717,3,No,No,Yes,Unemployed,Yes,Medium,No,6.09644260545713,Primary
736,West,High,3,58.33835169196159,4,No,Yes,Yes,Unemployed,No,High,No,3.3307985798370474,None
737,West,High,2,15.282074201555815,5,Yes,No,Yes,Unemployed,Yes,High,No,6.323730931050451,Secondary
738,North,Medium,7,68.6051371896713,6,Yes,Yes,No,Employed,Yes,Medium,No,8.361063568587866,Primary
739,East,High,3,47.51180356097568,6,No,Yes,Yes,Employed,Yes,Medium,Yes,5.847013149565082,Tertiary
740,North,High,3,67.84586987958468,5,Yes,No,No,Employed,Yes,Medium,No,7.99200030163886,None
741,South,Low,4,76.1539988748056,4,No,No,Yes,Employed,Yes,Medium,Yes,4.717339639536577,None
742,West,Medium,6,35.83194815925551,7,Yes,Yes,No,Employed,Yes,Low,No,6.309665077487519,Tertiary
743,North,High,5,48.75887063483901,6,No,Yes,No,Employed,Yes,Medium,Yes,4.800252223994953,Secondary
744,East,High,1,30.86086238144091,4,No,No,Yes,Unemployed,Yes,High,Yes,5.750167615807035,Tertiary
745,West,High,6,26.1210770817868,5,Yes,No,Yes,Unemployed,No,Low,No,2.5075887911799075,Primary
746,East,Medium,6,10.047580643412592,7,No,No,No,Unemployed,No,High,No,6.387778594964505,Tertiary
747,West,High,4,87.09052096638699,3,No,No,Yes,Unemployed,No,Medium,No,9.81056050474572,None
748,East,High,5,45.27427754637186,4,Yes,Yes,Yes,Employed,Yes,Medium,No,7.883348762627624,Secondary
749,East,High,2,11.045581844709922,3,Yes,No,No,Unemployed,No,High,No,3.8804362715517495,Primary
750,West,Low,7,10.715086205443853,6,Yes,No,No,Employed,Yes,High,No,8.77474285915726,Secondary
751,East,Medium,7,33.06820548409561,8,Yes,Yes,Yes,Unemployed,No,Medium,Yes,9.061525213071294,Tertiary
752,East,High,1,11.115014296809473,2,Yes,Yes,Yes,Unemployed,No,Low,Yes,2.5912565150649316,Tertiary
753,South,Low,7,39.961169412683866,8,Yes,No,No,Unemployed,Yes,Medium,Yes,1.4782047471233137,Primary
754,West,Medium,5,15.035080115115829,1,Yes,Yes,Yes,Unemployed,No,Low,Yes,6.152283473048967,Tertiary
755,North,Low,6,13.14012729202478,7,Yes,No,No,Unemployed,No,Medium,No,5.282945976315675,Secondary
756,West,Low,5,63.550511525964,9,No,No,No,Unemployed,Yes,Low,No,7.432175862395183,Tertiary
757,West,Medium,4,82.54730315543077,8,No,Yes,No,Unemployed,No,Medium,No,3.6375281959861954,Secondary
758,South,High,5,42.750926664182344,3,Yes,No,No,Employed,No,High,Yes,4.421907408332844,Tertiary
759,North,High,3,76.9416344220746,3,Yes,No,No,Unemployed,Yes,High,No,3.374670403346078,Primary
760,North,Low,5,12.34123689085977,5,No,No,Yes,Unemployed,No,Medium,No,3.6292373466116894,Secondary
761,North,Medium,1,72.2152044776146,8,Yes,No,No,Unemployed,Yes,Medium,Yes,1.0835861882197477,Primary
762,East,Medium,5,15.023999385831273,6,No,Yes,No,Unemployed,No,Low,No,5.596799648077344,None
763,East,High,2,77.07515385578813,5,No,Yes,No,Unemployed,No,Low,No,5.25839129566455,None
764,East,Low,7,80.58930758976513,14,Yes,Yes,Yes,Employed,No,Medium,No,4.202872680650888,Tertiary
765,North,High,3,72.87790739058514,5,No,No,Yes,Unemployed,Yes,Low,Yes,5.861713005281287,Secondary
766,West,Medium,1,75.65992195290312,2,No,Yes,No,Employed,Yes,High,Yes,4.525842796067054,Tertiary
767,West,Medium,1,54.91876530658551,8,Yes,No,No,Employed,No,High,No,4.893050670195272,Primary
768,North,High,6,31.190795406612153,4,No,Yes,Yes,Employed,No,Medium,Yes,1.0178600361271393,Tertiary
769,North,High,4,61.45848021287733,4,No,No,No,Employed,Yes,High,No,1.5967634316570531,None
770,South,Medium,7,45.16333192610891,4,No,No,No,Unemployed,No,Low,Yes,2.356322735222554,Primary
771,East,Low,4,10.42692487352368,6,No,Yes,No,Unemployed,Yes,Medium,Yes,2.6561843483033023,None
772,East,Medium,3,48.1460565147868,3,No,No,Yes,Unemployed,Yes,High,Yes,5.069733219507677,Primary
773,East,Low,1,62.095033964043644,6,Yes,Yes,Yes,Employed,Yes,Medium,No,8.874197597722402,Primary
774,South,High,6,11.110692775305662,3,Yes,No,Yes,Unemployed,No,High,Yes,4.654304611956456,None
775,South,High,2,59.70882688865261,6,No,Yes,Yes,Unemployed,Yes,High,Yes,6.644732032584213,Tertiary
776,South,Low,5,62.202552497348506,3,No,Yes,Yes,Unemployed,Yes,High,Yes,1.2322261215676065,None
777,North,Medium,5,22.64860625911174,6,Yes,Yes,No,Unemployed,No,High,Yes,8.693609228302405,Secondary
778,South,Medium,5,44.48593481252076,4,Yes,Yes,Yes,Unemployed,Yes,Medium,Yes,2.0182104489974373,Primary
779,West,Low,4,87.1466080711306,7,Yes,No,No,Employed,No,High,No,3.558600251722236,Secondary
780,North,Low,1,80.7351382239826,5,No,No,Yes,Employed,No,High,No,8.350622385131263,None
781,North,Low,1,42.86571382866022,10,Yes,No,No,Employed,No,High,Yes,3.3838977241613204,None
782,East,Low,2,37.987701441932444,7,Yes,Yes,No,Unemployed,No,Medium,No,3.3219980519185848,Tertiary
783,East,Medium,4,19.92645447814848,2,Yes,Yes,Yes,Unemployed,No,High,Yes,6.426874742172281,Primary
784,South,High,2,12.815126763212783,5,No,No,Yes,Employed,No,High,No,9.129205763518708,Tertiary
785,West,Medium,1,33.797022195366296,6,No,Yes,No,Unemployed,Yes,High,Yes,2.9228436892378853,Primary
786,North,Low,5,85.22266776657906,4,Yes,No,No,Unemployed,No,Medium,Yes,6.587364680579046,None
787,North,Medium,7,86.68907610669338,5,No,Yes,Yes,Unemployed,No,High,Yes,6.4016928884427795,Secondary
788,North,Low,4,75.0015472461021,6,Yes,Yes,No,Unemployed,No,High,Yes,6.935706562022686,Primary
789,East,Low,4,38.065985081588764,8,Yes,Yes,No,Unemployed,Yes,Medium,Yes,9.52092208648605,Primary
790,East,Low,4,21.490114630568897,7,No,No,No,Employed,Yes,Low,Yes,2.4929363007545007,Secondary
791,West,Low,6,57.64267804845434,4,No,Yes,No,Employed,No,Medium,Yes,6.889215935109916,None
792,East,Medium,6,61.72040057649451,6,Yes,No,Yes,Unemployed,No,Low,No,2.6414205585012582,None
793,West,Low,5,43.965885539648326,4,No,Yes,No,Unemployed,Yes,Low,No,3.8287108516008352,None
794,East,Medium,6,65.33174364469122,5,No,No,Yes,Unemployed,No,Low,No,4.50965380191689,Tertiary
795,West,Medium,4,69.73455085213882,10,No,No,No,Employed,No,Low,Yes,8.518517788703928,None
796,East,High,6,72.6449330859824,3,No,No,No,Employed,Yes,Low,Yes,1.4833902695877514,Secondary
797,East,Medium,6,50.18384890860058,3,Yes,Yes,Yes,Employed,Yes,Medium,No,7.602872123841477,Tertiary
798,South,High,3,73.33126220477867,6,Yes,No,No,Employed,Yes,High,No,9.213328302283452,None
799,South,High,4,12.038114101556543,4,Yes,No,Yes,Unemployed,Yes,Medium,No,1.7131765583247391,Primary
800,South,High,6,64.43234933910958,6,Yes,No,No,Employed,Yes,Medium,Yes,8.116570145512739,Primary
801,West,Medium,5,28.850716564038386,6,Yes,No,Yes,Employed,No,High,No,1.9687802377995178,Primary
802,West,High,6,31.64162333501226,8,No,No,No,Unemployed,No,High,Yes,9.665682833766308,Secondary
803,West,Low,6,17.304136528538585,7,No,No,No,Employed,Yes,Medium,No,8.338282416084358,Secondary
804,West,Medium,7,25.39138108745434,3,Yes,No,No,Unemployed,Yes,Medium,No,7.254859061669294,Primary
805,South,Low,4,89.36065864016024,5,Yes,Yes,No,Employed,No,Medium,No,5.950535232960417,Tertiary
806,North,Medium,6,43.23121044507802,3,Yes,No,No,Unemployed,No,Medium,No,9.287357394081784,None
807,East,High,3,84.22123189509483,7,Yes,Yes,Yes,Employed,Yes,High,Yes,2.071641699215986,None
808,East,High,3,23.031962255423846,3,No,No,No,Unemployed,No,Low,No,2.0960579216508872,None
809,West,Medium,7,26.324707367881565,4,No,No,No,Unemployed,No,Medium,Yes,8.402405617258346,None
810,South,High,6,54.6250683052057,6,No,No,No,Unemployed,No,Low,Yes,5.340878904212978,Primary
811,North,Low,4,37.962603270326596,6,No,No,Yes,Employed,No,Low,Yes,8.60550749507229,None
812,South,Low,1,61.51321668598369,8,No,No,Yes,Employed,Yes,Medium,Yes,4.51595550282446,Secondary
813,East,High,1,43.76372605763443,7,No,No,Yes,Unemployed,No,Medium,Yes,5.0667419722482165,None
814,West,Medium,2,74.92777899723696,4,No,Yes,No,Employed,No,High,No,3.9887080268245594,Tertiary
815,West,Medium,3,44.5247256936867,4,Yes,Yes,Yes,Employed,No,Low,No,9.556644356927896,None
816,South,Low,1,55.78793459506112,4,Yes,Yes,No,Unemployed,Yes,Medium,No,5.184550402192757,Tertiary
817,West,High,2,35.6858560018983,6,Yes,No,Yes,Employed,No,Medium,No,7.795873652224697,Primary
818,North,High,1,66.32327899509232,7,No,No,No,Unemployed,Yes,High,Yes,7.263179343065692,Tertiary
819,East,Low,4,62.37873671725713,8,No,No,Yes,Unemployed,Yes,Medium,No,3.115782492868785,None
820,North,Medium,6,41.76008262192462,3,Yes,Yes,Yes,Employed,No,Low,No,9.225841453760138,Tertiary
821,South,High,3,32.08256822324772,4,Yes,Yes,No,Unemployed,Yes,Medium,No,5.902138812570704,Primary
822,East,Medium,1,59.12834998562392,1,No,No,No,Employed,Yes,Medium,Yes,8.702254426113443,Primary
823,North,Medium,4,85.45213193688062,5,No,No,Yes,Unemployed,Yes,High,No,8.489690948458865,None
824,North,Low,2,20.611441922128122,5,No,No,Yes,Unemployed,Yes,Low,Yes,1.5280296839567633,Primary
825,North,Medium,4,73.92932946764483,5,No,Yes,No,Unemployed,No,Low,Yes,6.577955152922066,Tertiary
826,East,Low,2,53.43934182464725,1,No,Yes,Yes,Employed,No,Low,No,8.100860204915667,Secondary
827,East,High,1,52.04477561390873,7,No,Yes,Yes,Employed,Yes,Medium,Yes,9.158484452372516,Primary
828,West,Medium,6,86.93473180607833,3,Yes,No,Yes,Unemployed,No,Medium,No,5.556661148473092,Tertiary
829,South,Low,5,58.469983805484546,6,No,No,Yes,Unemployed,Yes,Medium,No,7.756413796571812,Primary
830,West,Low,6,76.44142621988144,4,Yes,No,No,Employed,Yes,Low,No,9.726673871223756,None
831,South,Medium,4,51.15817991005572,3,Yes,Yes,Yes,Unemployed,No,Low,Yes,8.450581845939338,None
832,East,Low,5,29.988269380407147,9,Yes,Yes,Yes,Unemployed,Yes,Low,No,8.689808496106608,Primary
833,North,High,3,65.55922171664876,4,No,No,Yes,Employed,No,Low,No,4.66554537975982,Secondary
834,West,Medium,5,83.85415235552031,8,No,Yes,No,Unemployed,No,Medium,No,1.8251980427690082,Secondary
835,East,High,6,77.29840764880605,6,Yes,Yes,No,Unemployed,Yes,High,No,9.694256959511621,Tertiary
836,East,Low,3,25.86908849920677,2,No,Yes,No,Employed,No,Low,No,7.262367047369376,Tertiary
837,East,High,7,35.351129524972016,9,No,Yes,No,Employed,No,High,No,2.5404759191998054,Primary
838,West,Low,1,51.350453917894214,4,Yes,No,No,Unemployed,No,Low,Yes,9.764489749881609,Tertiary
839,East,Low,1,55.72826361888522,6,Yes,Yes,Yes,Employed,No,High,Yes,7.442074745878485,Primary
840,South,High,4,25.50512915668226,8,Yes,No,Yes,Unemployed,Yes,High,Yes,1.8133149444937837,Primary
841,South,Medium,5,28.400987201213166,9,No,No,Yes,Employed,No,High,No,2.5373211715252824,Primary
842,North,Medium,3,70.70648552283491,5,No,Yes,Yes,Unemployed,Yes,Medium,Yes,8.78869349953854,None
843,West,Medium,3,68.4253933371954,7,No,Yes,Yes,Unemployed,No,High,No,9.584492403595648,Primary
844,West,High,5,77.13670517031129,6,Yes,Yes,Yes,Unemployed,Yes,Medium,Yes,4.283445799175192,Primary
845,West,High,6,84.63438458241849,5,No,Yes,No,Employed,Yes,High,Yes,4.71935698879514,Secondary
846,West,High,7,34.660889512215334,6,No,Yes,No,Employed,Yes,Medium,Yes,4.5590909277828455,Tertiary
847,West,High,1,78.76759652564635,6,No,No,No,Employed,No,Low,No,8.51820575748661,Primary
848,East,Medium,6,63.28094330209491,6,Yes,Yes,Yes,Unemployed,Yes,Low,Yes,5.079305227383576,Primary
849,East,Medium,1,86.62163391134396,6,Yes,No,No,Employed,Yes,High,Yes,4.377314959333644,Primary
850,South,Low,3,31.76593248187327,5,No,No,No,Employed,Yes,Medium,No,6.5968176451219245,Primary
851,West,High,4,31.573720131162048,6,Yes,Yes,No,Employed,No,Low,No,5.414796642933913,Primary
852,West,Medium,7,66.34347589541814,3,Yes,No,No,Employed,No,Medium,Yes,5.800811005119677,Secondary
853,West,Medium,1,84.27286192306211,2,No,Yes,Yes,Unemployed,No,Medium,No,4.6631184953379226,None
854,South,Medium,2,75.96446598291477,11,No,No,Yes,Employed,Yes,Low,Yes,5.1446277323896465,None
855,West,Medium,3,68.16316462346849,8,Yes,No,No,Employed,Yes,Medium,Yes,1.3237779927425406,Secondary
856,West,Medium,5,40.984735844591064,8,No,Yes,No,Unemployed,Yes,Medium,No,9.33204089292499,Primary
857,East,Medium,5,67.42138677615792,1,No,Yes,No,Unemployed,Yes,Medium,Yes,1.2751548275544362,Secondary
858,South,High,6,74.08764611446516,7,No,No,No,Employed,No,Low,No,7.9553116064066085,Primary
859,East,Low,6,70.26285438324834,6,No,No,No,Employed,No,Medium,Yes,3.684418590374378,Tertiary
860,North,Low,3,64.14486386288985,3,No,Yes,Yes,Unemployed,Yes,Low,Yes,2.010288585939827,None
861,West,High,6,13.770500135256238,9,No,Yes,No,Unemployed,No,Medium,No,6.487247827247921,None
862,North,Medium,6,62.77719464918469,7,No,Yes,No,Employed,No,Medium,Yes,7.362564699771176,Tertiary
863,West,High,3,48.263572438632835,5,Yes,No,Yes,Employed,No,Low,Yes,6.671814729075878,Tertiary
864,North,Medium,1,86.92554172397485,4,No,Yes,No,Employed,No,Low,No,6.184753769127183,None
865,East,Medium,3,58.57519067016568,6,No,No,Yes,Employed,No,Medium,No,5.825678900906466,Tertiary
866,South,Medium,3,58.65818049882394,6,Yes,Yes,No,Unemployed,No,Medium,No,5.869528492879385,Tertiary
867,North,Medium,6,89.52441498957998,1,No,Yes,No,Unemployed,Yes,High,Yes,8.788789858603167,Primary
868,East,Medium,2,17.487023182472434,7,No,No,No,Unemployed,Yes,Medium,No,1.8113828711614404,Tertiary
869,North,High,5,32.10530280802823,4,No,No,Yes,Unemployed,No,Low,No,2.4163187308334004,Primary
870,North,High,6,62.48635511752205,4,Yes,Yes,No,Employed,No,Medium,No,8.313858854261504,Tertiary
871,South,Low,1,35.21890048274997,6,No,No,No,Unemployed,No,High,No,3.7273594037389812,Secondary
872,East,Medium,4,37.692011834329755,2,No,Yes,Yes,Unemployed,Yes,Medium,No,7.944041188365358,Primary
873,South,High,1,81.41159518376868,5,Yes,No,No,Employed,Yes,High,Yes,4.174263504736018,Primary
874,West,High,5,56.348312403183726,2,Yes,No,No,Unemployed,No,Low,Yes,9.328691051578332,None
875,South,Medium,4,18.22924662433237,5,No,No,No,Unemployed,Yes,Low,Yes,3.5320030398850895,Tertiary
876,South,Medium,3,34.869006858609744,5,No,Yes,No,Employed,No,Medium,Yes,4.842067343238799,Primary
877,North,High,2,16.084670119953444,1,No,Yes,Yes,Unemployed,Yes,High,Yes,2.429573306062233,Secondary
878,North,Medium,2,54.49039467577162,7,No,Yes,No,Unemployed,Yes,Low,Yes,7.000160782247928,Secondary
879,North,High,5,23.861455710079174,3,Yes,Yes,No,Employed,Yes,Medium,No,4.625929937986393,None
880,East,Low,6,78.5692120020085,4,No,No,Yes,Employed,Yes,Low,Yes,9.470837635845585,Tertiary
881,South,Medium,5,56.18512211651999,2,Yes,No,No,Employed,No,Medium,No,1.1417320466417804,Primary
882,West,Low,2,14.750051354487574,5,No,Yes,Yes,Unemployed,No,High,No,4.488862420061444,None
883,North,Low,7,34.07005308994552,4,Yes,No,No,Unemployed,No,Medium,No,1.212666535980743,Tertiary
884,West,Low,4,59.30701337889015,6,No,Yes,Yes,Unemployed,Yes,Low,No,3.961373742644937,Tertiary
885,South,Medium,4,36.839865455506256,2,Yes,No,Yes,Employed,Yes,Medium,Yes,4.422207161791322,None
886,South,Low,6,51.05413348751646,2,Yes,Yes,Yes,Unemployed,Yes,Low,Yes,3.32322756284398,Secondary
887,South,High,1,82.74898357461885,7,No,No,Yes,Unemployed,Yes,High,Yes,3.2997800285081413,None
888,West,High,3,38.00287764050226,2,No,Yes,Yes,Employed,Yes,Low,Yes,3.3405357001847777,None
889,West,Medium,6,36.86982899758304,7,No,No,Yes,Employed,No,Low,No,3.396308895873154,Secondary
890,West,Medium,4,75.5805473050159,2,Yes,No,Yes,Unemployed,No,High,Yes,3.540575475380898,None
891,South,Low,3,35.500521833341594,7,No,Yes,Yes,Employed,Yes,High,No,8.661681419939981,None
892,South,Medium,5,16.236667531231383,7,No,Yes,No,Employed,No,Medium,Yes,1.3514864808166338,Primary
893,North,High,4,24.475596338999594,6,Yes,No,Yes,Employed,No,High,No,9.900188181118757,Primary
894,East,High,4,85.90402006370408,7,Yes,No,Yes,Employed,No,Low,Yes,3.5337084947094537,Primary
895,West,High,4,84.6634234062177,7,No,Yes,No,Unemployed,Yes,Medium,Yes,1.2515154005908187,Primary
896,East,Medium,1,27.98496726225182,4,Yes,Yes,No,Unemployed,No,High,No,2.5764325314068737,Secondary
897,West,High,6,54.28014984789486,4,Yes,No,Yes,Employed,Yes,Low,Yes,9.476796454929017,Secondary
